division,team,games,wins,losses,win_pct,ab,hr,hr_pct
JUCO,Macomb Community College,46,31,15,0.6739,1275,44,0.0345
JUCO,Madison College,42,29,13,0.6905,1177,9,0.0076
JUCO,Marian University Ancilla,36,1,34,0.0278,742,3,0.004
JUCO,Marion Military Institute,60,38,16,0.6333,1700,67,0.0394
JUCO,McHenry County College,21,0,4,0,453,7,0.0155
JUCO,Mercer County Community College,51,42,9,0.8235,1378,45,0.0327
JUCO,Meridian Community College,56,23,33,0.4107,1378,40,0.029
JUCO,Mesa Community College,35,4,30,0.1143,828,9,0.0109
JUCO,Mid Michigan College,44,23,19,0.5227,1237,26,0.021
JUCO,Miles Community College,39,24,15,0.6154,1065,41,0.0385
JUCO,Milwaukee Area Technical College,43,17,21,0.3953,1171,36,0.0307
JUCO,Mineral Area College,44,10,20,0.2273,1219,29,0.0238
JUCO,Mississippi Delta Community College,44,4,13,0.0909,1016,8,0.0079
JUCO,Mississippi Gulf Coast Community College,56,34,21,0.6071,1431,28,0.0196
JUCO,Moberly Area Community College,58,16,37,0.2759,1483,27,0.0182
JUCO,Moraine Valley Community College,39,4,7,0.1026,998,8,0.008
JUCO,Morton College,21,0,0,0,462,11,0.0238
JUCO,Mott Community College,48,32,9,0.6667,1391,43,0.0309
JUCO,Murray State College,67,56,6,0.8358,1809,125,0.0691
JUCO,Muskegon Community College,40,28,11,0.7,1153,43,0.0373
JUCO,National Park College,49,24,16,0.4898,1275,25,0.0196
JUCO,Neosho County,55,38,16,0.6909,1490,121,0.0812
JUCO,North Arkansas College,51,9,40,0.1765,1324,13,0.0098
JUCO,North Iowa Area Community College,56,33,23,0.5893,1526,96,0.0629
JUCO,Northeast Community College,46,5,33,0.1087,1110,26,0.0234
JUCO,Northeast Mississippi Community College,60,38,22,0.6333,1547,39,0.0252
JUCO,Northwest Mississippi Community College,47,25,20,0.5319,1157,29,0.0251
JUCO,Oakland Community College,39,4,24,0.1026,989,6,0.0061
JUCO,Orange County Community College,42,21,11,0.5,1105,19,0.0172
JUCO,Paradise Valley Community College,38,5,20,0.1316,934,17,0.0182
JUCO,Parkland College,64,58,6,0.9062,1769,75,0.0424
JUCO,Pasco-Hernando State College,49,20,26,0.4082,1357,5,0.0037
JUCO,Pearl River Community College,54,42,11,0.7778,1449,62,0.0428
JUCO,Phoenix College,53,42,11,0.7925,1414,93,0.0658
JUCO,Pitt Community College,34,9,9,0.2647,884,30,0.0339
JUCO,Prairie State College,46,13,24,0.2826,1193,19,0.0159
JUCO,Raritan Valley Community College,24,3,14,0.125,446,4,0.009
JUCO,Richard Bland College,34,5,7,0.1471,780,14,0.0179
JUCO,Rock Valley College,49,33,15,0.6735,1376,55,0.04
JUCO,Salem Community College,44,29,12,0.6591,1108,34,0.0307
JUCO,Sauk Valley Community College,45,8,13,0.1778,1245,61,0.049
JUCO,Schoolcraft College,42,25,16,0.5952,1215,16,0.0132
JUCO,Scottsdale Community College,47,18,26,0.383,1207,38,0.0315
JUCO,South Florida State College,50,18,24,0.36,1263,14,0.0111
JUCO,South Mountain Community College,46,28,18,0.6087,1338,46,0.0344
JUCO,South Suburban College,51,24,25,0.4706,1370,52,0.038
JUCO,Southeast Arkansas College,17,4,11,0.2353,442,6,0.0136
JUCO,Southeast Community College,40,18,16,0.45,981,19,0.0194
JUCO,Southeastern Community College-Whiteville,33,7,11,0.2121,887,23,0.0259
JUCO,Southern Arkansas University Tech,45,13,4,0.2889,1203,30,0.0249
JUCO,Southwest Mississippi Community College,44,17,26,0.3864,1145,16,0.014
JUCO,Southwest Virginia,21,0,7,0,402,1,0.0025
JUCO,Spoon River College,62,40,19,0.6452,1722,66,0.0383
JUCO,St. Clair County Community College,46,16,30,0.3478,1273,37,0.0291
JUCO,St. Johns River State College,70,55,15,0.7857,1915,79,0.0413
JUCO,St. Louis Community College,58,42,13,0.7241,1544,62,0.0402
JUCO,Sussex County Community College,28,4,15,0.1429,761,10,0.0131
JUCO,Triton College,42,26,10,0.619,1116,18,0.0161
JUCO,UA Rich Mountain,54,34,19,0.6296,1403,20,0.0143
JUCO,Wake Technical Community College,37,13,21,0.3514,994,20,0.0201
JUCO,Wallace Community College-Dothan,46,24,21,0.5217,1333,45,0.0338
JUCO,Waubonsee Community College,42,20,19,0.4762,1176,41,0.0349
JUCO,Western Oklahoma State College,47,23,21,0.4894,1222,29,0.0237
JUCO,Westmoreland County Community College,21,1,15,0.0476,399,0,0
JUCO,Williston State College,39,6,7,0.1538,912,19,0.0208
JUCO,WVU Potomac State College,50,37,12,0.74,1304,77,0.059
JUCO,Bergen Community College,24,3,15,0.125,548,8,0.0146
JUCO,Brookdale Community College,35,18,17,0.5143,890,7,0.0079
JUCO,Caldwell Community College & Technical Institute,51,30,21,0.5882,1342,45,0.0335
JUCO,Camden County College,27,9,12,0.3333,660,8,0.0121
JUCO,Camp Community College,23,4,15,0.1739,522,18,0.0345
JUCO,Central Lakes College-Brainerd,40,26,14,0.65,1135,26,0.0229
JUCO,College of DuPage,31,9,19,0.2903,884,15,0.017
JUCO,Community College of Rhode Island,37,32,5,0.8649,1087,34,0.0313
JUCO,Corning Community College,44,29,13,0.6591,1216,31,0.0255
JUCO,Delta College,35,8,8,0.2286,836,12,0.0144
JUCO,Dutchess Community College,19,1,15,0.0526,402,1,0.0025
JUCO,Erie Community College,28,8,16,0.2857,711,8,0.0113
JUCO,Harper College,27,5,21,0.1852,722,14,0.0194
JUCO,Herkimer College,30,16,6,0.5333,841,15,0.0178
JUCO,Hudson Valley Community College,30,19,10,0.6333,827,13,0.0157
JUCO,Jefferson Community College,28,19,9,0.6786,765,12,0.0157
JUCO,Joliet Junior College,32,5,21,0.1562,821,16,0.0195
JUCO,Lehigh Carbon Community College,22,6,3,0.2727,535,4,0.0075
JUCO,Middlesex College,30,23,6,0.7667,747,8,0.0107
JUCO,Minnesota North College-Mesabi Range,20,10,10,0.5,541,13,0.024
JUCO,Minnesota North College-Rainy River,32,14,10,0.4375,886,17,0.0192
JUCO,Minnesota North College-Vermilion,25,1,20,0.04,540,5,0.0093
JUCO,Mohawk Valley Community College,29,12,7,0.4138,659,10,0.0152
JUCO,Monroe College - Bronx,40,12,28,0.3,912,12,0.0132
JUCO,Monroe Community College,25,13,5,0.52,650,2,0.0031
JUCO,North Dakota State College of Science,66,55,11,0.8333,1862,69,0.0371
JUCO,Northampton Community College,34,18,11,0.5294,935,23,0.0246
JUCO,Northland Community & Technical College,25,8,16,0.32,567,4,0.0071
JUCO,Ocean County College,22,0,7,0,484,0,0
JUCO,Onondaga Community College,32,11,12,0.3438,889,17,0.0191
JUCO,Owens Community College,30,5,17,0.1667,659,6,0.0091
JUCO,Patrick & Henry Community College,59,33,18,0.5593,1603,43,0.0268
JUCO,RCSJ - Cumberland,32,8,19,0.25,814,5,0.0061
JUCO,Ridgewater College,23,9,9,0.3913,634,15,0.0237
JUCO,Rochester Community and Technical College,40,19,21,0.475,1091,14,0.0128
JUCO,Rowan College of South Jersey-Gloucester,36,25,8,0.6944,966,23,0.0238
JUCO,St. Cloud Technical and Community College,39,20,17,0.5128,965,26,0.0269
JUCO,Suffolk CC,19,10,7,0.5263,523,9,0.0172
JUCO,SUNY Adirondack,24,2,3,0.0833,544,6,0.011
JUCO,SUNY Broome Community College,22,3,18,0.1364,504,3,0.006
JUCO,Surry Community College,39,17,16,0.4359,1006,8,0.008
JUCO,Terra State,24,1,4,0.0417,586,6,0.0102
JUCO,Tompkins Cortland Community College,22,6,16,0.2727,557,10,0.018
